location,house_square_feet,stories,bed_rooms,bathrooms,kitchen,dining_room,parking,land_size_perch,build_year,pool,furnished,property_type,price
Colombo 15,3357,2,5,1,1.0,0,0,18.39,1985,no,no,Residential,48664495
Colombo 15,4520,1,5,2,1.0,0,2,11.07,2019,no,no,Residential,6421908
Colombo 15,2500,2,3,4,1.0,0,1,12.95,1985,yes,no,Residential,11438730
Colombo 15,3210,2,2,4,1.0,0,1,6.45,1978,no,yes,Residential,89391737
Colombo 15,4586,3,4,1,1.0,1,1,18.01,2000,no,no,Commercial,41589171
Colombo 15,2049,3,3,2,1.0,1,2,19.53,2020,no,yes,Residential,79492218
Colombo 15,1146,2,1,4,1.0,0,0,6.98,1979,yes,no,Residential,97651681
Colombo 15,5617,2,5,4,1.0,1,1,3.99,2010,no,no,Residential,72049397
Colombo 15,5276,2,2,2,1.0,0,2,4.78,2007,no,yes,Residential,10828931
Colombo 15,2603,1,3,2,1.0,1,2,17.46,1988,no,no,Residential,58094979
Colombo 15,2696,1,1,4,1.0,0,1,5.98,2006,no,no,Residential,78437081
Colombo 15,1303,1,3,2,1.0,0,1,13.87,1981,no,yes,Residential,49880631
Colombo 15,3003,2,3,3,1.0,1,1,6.36,1984,no,no,Residential,95075637
Colombo 15,2225,2,4,2,1.0,0,0,6.74,1976,no,yes,Residential,69880696
Colombo 15,3931,1,4,4,1.0,1,0,3.1,1984,no,yes,Residential,62529508
Colombo 15,5333,1,3,4,1.0,0,2,10.06,2009,no,no,Commercial,9902053
Colombo 15,5705,2,1,1,1.0,0,1,4.98,1995,no,no,Residential,67941480
Colombo 15,3578,3,2,3,1.0,0,1,11.67,2014,no,no,Residential,67977027
Colombo 15,5336,1,2,4,1.0,0,0,16.15,2016,yes,yes,Residential,82189926
Colombo 15,3439,2,5,3,1.0,1,1,11.09,1982,no,no,Commercial,16474796
Colombo 15,3984,2,5,2,1.0,0,2,18.51,2020,no,no,Commercial,13028779
Colombo 15,3259,3,2,4,1.0,1,1,19.31,1992,no,no,Residential,31361513
Colombo 15,2461,2,3,1,1.0,1,0,18.33,1983,no,no,Residential,68845130
Colombo 15,3456,2,3,4,1.0,0,2,23.61,2015,no,yes,Residential,74339701
Colombo 15,5901,1,4,1,1.0,0,2,8.22,2004,no,no,Residential,49817381
Colombo 15,1285,1,4,3,1.0,1,1,7.17,1978,yes,no,Residential,9419749
Colombo 15,4883,3,5,1,1.0,1,2,16.41,2009,no,no,Residential,42180669
Colombo 15,2219,3,2,2,1.0,0,1,16.09,1988,no,no,Residential,69768787
Colombo 15,5680,2,3,2,1.0,1,1,14.22,1988,no,no,Residential,52276697
Colombo 15,5243,1,2,2,1.0,1,0,3.1,2022,no,yes,Commercial,60550079
Colombo 15,2031,3,1,4,1.0,1,2,15.22,2011,no,no,Residential,91707685
Colombo 15,1475,3,2,2,1.0,0,1,23.52,1994,no,yes,Commercial,10967947
Colombo 15,5313,3,1,2,1.0,1,1,10.36,2003,no,no,Residential,45999693
Colombo 15,3061,2,4,4,1.0,1,1,24.29,1997,no,yes,Residential,29377777
Colombo 15,1965,1,4,3,1.0,1,2,10.85,2021,no,no,Residential,52137402
Colombo 15,1843,3,5,2,1.0,1,2,6.08,1995,no,no,Residential,61413720
Colombo 15,5598,1,2,2,1.0,0,2,11.76,2005,yes,yes,Residential,67971318
Colombo 15,762,3,2,4,1.0,0,1,13.88,2006,no,no,Residential,41486578
Colombo 15,2574,3,1,3,1.0,1,2,16.85,2015,no,no,Commercial,41902505
Colombo 15,3891,1,4,3,1.0,1,1,14.11,1981,no,yes,Residential,29818278
Colombo 15,869,1,1,3,1.0,1,2,14.81,1987,no,yes,Residential,6401817
Colombo 15,1231,1,4,4,1.0,0,2,3.53,1997,no,no,Residential,99723849
Colombo 15,1505,2,1,1,1.0,0,1,8.58,1982,yes,yes,Commercial,50024388
Colombo 15,4071,3,4,1,1.0,1,2,9.84,1986,no,no,Residential,60809557
Colombo 15,3853,2,1,2,1.0,1,1,24.72,2010,no,no,Residential,51463562
Colombo 15,2614,1,4,2,1.0,0,2,9.5,1990,no,no,Residential,33184348
Colombo 15,2241,3,1,2,1.0,1,2,22.72,2000,no,no,Residential,80880838
Colombo 15,804,2,2,1,1.0,1,2,9.7,2003,no,no,Residential,20704307
Colombo 15,1181,3,5,4,1.0,0,2,5.11,2003,no,no,Residential,76704990
Colombo 15,1440,2,1,2,1.0,0,0,8.45,1980,no,no,Commercial,11855082
Colombo 15,5947,1,5,4,1.0,0,1,9.0,2011,no,no,Residential,15662136
Colombo 15,2319,2,2,2,1.0,0,0,24.52,2007,no,yes,Residential,24508258
Colombo 15,3243,3,2,4,1.0,0,2,17.83,2005,no,yes,Residential,53008006
Colombo 15,2897,3,4,4,1.0,1,2,23.5,2020,no,no,Residential,92275772
Colombo 15,1474,3,5,1,1.0,0,1,21.37,2015,no,no,Commercial,51715741
Colombo 15,1289,3,3,4,1.0,0,1,15.73,1992,no,no,Residential,43260573
Colombo 15,4600,1,4,3,1.0,0,1,17.86,2012,no,no,Residential,35781108
Colombo 15,3741,2,5,1,1.0,0,1,16.75,2021,no,no,Residential,83495953
Colombo 15,2022,1,1,2,1.0,0,2,17.66,2005,no,no,Residential,88089386
Colombo 15,1271,1,1,1,1.0,0,1,8.83,1990,no,no,Residential,58332077
Colombo 15,1771,1,2,3,1.0,1,0,11.98,2014,no,yes,Residential,80614349
Colombo 15,4326,3,3,3,1.0,0,1,16.04,2011,no,no,Residential,86388195
Colombo 15,1543,3,1,4,1.0,1,1,3.79,1988,no,yes,Commercial,35054486
Colombo 15,2049,3,5,3,1.0,1,0,13.62,2013,no,no,Commercial,56206283
Colombo 15,4337,2,5,3,1.0,0,0,21.91,1978,no,no,Residential,80482443
Colombo 15,3139,3,1,3,1.0,0,0,13.83,2004,no,no,Residential,80610785
Colombo 15,4559,2,5,3,1.0,1,0,15.15,2007,no,no,Residential,19475289
Colombo 15,5591,3,5,2,1.0,1,1,7.44,2010,no,no,Residential,81917381
Colombo 15,4860,3,2,2,1.0,1,0,20.48,2004,no,no,Residential,97225380
Godagama,2961,1,3,1,1.0,0,2,10.9,1988,no,no,Residential,62378418
Godagama,5801,1,2,4,1.0,1,1,24.04,1997,yes,no,Commercial,34985678
Godagama,4252,1,3,2,1.0,0,2,24.86,2022,yes,no,Residential,99196073
Godagama,4270,2,5,3,1.0,0,1,23.15,2002,no,no,Residential,8807078
Godagama,2353,2,3,4,1.0,1,1,4.87,1981,no,yes,Residential,81924562
Godagama,2952,3,5,2,1.0,0,2,10.33,2016,yes,no,Residential,92896423
Godagama,2538,2,5,1,1.0,0,0,23.79,1984,no,no,Residential,63738606
Godagama,970,3,2,3,1.0,1,0,20.7,1978,no,no,Commercial,87971862
Godagama,5548,2,2,4,1.0,1,2,23.05,2018,no,no,Residential,37031715
Godagama,5079,2,4,2,1.0,0,0,15.6,2012,no,yes,Commercial,54274956
Godagama,2531,2,1,4,1.0,1,1,13.57,1987,no,yes,Residential,15176606
Godagama,1024,1,4,2,1.0,0,1,5.34,1995,no,yes,Residential,7458556
Godagama,5324,2,4,1,1.0,1,1,21.47,2007,no,no,Residential,90721305
Godagama,1494,1,3,3,1.0,1,0,19.39,2014,no,yes,Residential,30528687
Godagama,1197,1,5,1,1.0,1,0,4.3,2002,no,no,Residential,79274867
Godagama,3662,2,5,3,1.0,1,2,7.61,1997,no,yes,Residential,22739025
Godagama,2936,3,5,3,1.0,0,1,15.26,2006,no,no,Commercial,42062075
Godagama,5288,3,1,4,1.0,1,2,18.06,2022,no,yes,Residential,78446062
Godagama,2287,3,3,2,1.0,0,0,6.03,1979,no,no,Residential,57185912
Godagama,1172,2,3,1,1.0,0,2,8.39,2000,no,yes,Commercial,38270631
Godagama,2690,3,5,1,1.0,1,0,7.25,2013,no,no,Residential,40217832
Godagama,4269,1,4,1,1.0,1,1,7.84,2000,no,yes,Residential,84123218
Godagama,4872,3,1,4,1.0,1,1,23.26,1977,no,yes,Commercial,93869894
Godagama,5224,2,4,4,1.0,1,0,18.75,1998,no,no,Commercial,29212194
Godagama,2233,3,2,4,1.0,1,0,19.22,2008,no,yes,Residential,69866073
Godagama,5661,1,3,3,1.0,0,0,20.47,2008,no,no,Residential,11805227
Godagama,2117,2,3,1,1.0,1,1,10.84,1994,no,no,Commercial,53836438
Godagama,4893,3,4,3,1.0,0,0,19.88,2004,no,no,Residential,97493153
Godagama,3257,2,1,1,1.0,0,1,24.53,2016,no,no,Residential,32602866
Godagama,4248,2,3,1,1.0,0,2,18.36,1994,no,no,Residential,87918071
Godagama,5548,2,4,2,1.0,0,1,12.17,2015,no,no,Residential,6740998
Godagama,4188,3,1,1,1.0,1,2,18.76,1992,no,no,Residential,20827658
Godagama,2137,2,4,4,1.0,1,1,22.82,2012,no,yes,Residential,5211378
Godagama,5776,3,1,4,1.0,0,1,5.83,1994,no,no,Residential,5773255
Godagama,3737,1,5,4,1.0,0,0,8.84,1980,no,no,Commercial,78568140
Godagama,697,3,1,2,1.0,1,1,23.22,2016,no,yes,Residential,17751135
Godagama,3815,1,2,2,1.0,0,0,23.82,1999,no,no,Residential,82639313
Godagama,5130,3,5,3,1.0,1,0,13.65,2015,no,no,Residential,59041294
Godagama,5332,2,4,1,1.0,0,0,11.24,2015,no,yes,Residential,84055414
Godagama,4350,3,5,1,1.0,1,1,9.22,1977,no,yes,Residential,70864490
Godagama,3757,2,5,4,1.0,0,0,13.97,2018,no,no,Residential,94663895
Godagama,5283,1,4,4,1.0,0,2,23.56,2017,no,no,Commercial,66158292
Godagama,943,3,4,4,1.0,0,2,6.3,2020,no,no,Commercial,15491793
Godagama,5266,2,2,4,1.0,1,1,12.24,1993,no,no,Residential,65188409
Godagama,1210,1,4,4,1.0,1,0,23.06,1984,no,no,Residential,89778770
Godagama,2327,1,3,4,1.0,1,2,10.68,1979,no,no,Residential,69742092
Godagama,2890,3,3,1,1.0,0,1,19.9,1996,no,yes,Residential,51334776
Godagama,2454,1,2,2,1.0,0,1,11.56,1983,no,no,Commercial,41865727
Godagama,3208,2,1,4,1.0,0,1,20.71,2007,no,yes,Residential,54519951
Godagama,5655,1,1,1,1.0,0,1,24.58,1989,no,yes,Residential,32497473
Godagama,2679,1,3,4,1.0,0,1,11.53,1998,no,no,Residential,83006456
Godagama,2924,2,4,3,1.0,0,0,21.59,2004,no,no,Residential,92800481
Godagama,5227,1,2,3,1.0,1,0,24.75,2010,no,no,Residential,86401392
Godagama,1777,1,1,1,1.0,1,0,24.64,2013,no,no,Commercial,73885081
Godagama,1691,1,1,2,1.0,1,0,12.54,1980,no,no,Residential,99510517
Godagama,5579,1,5,3,1.0,0,1,13.69,1989,no,yes,Residential,99536442
Godagama,3391,2,3,3,1.0,1,1,9.67,2012,no,no,Residential,88853333
Godagama,2349,1,4,2,1.0,0,2,9.91,2013,no,no,Residential,55280924
Godagama,3275,2,2,3,1.0,0,2,13.83,1996,yes,no,Residential,92069137
Godagama,1381,1,1,4,1.0,1,0,7.41,1977,no,no,Commercial,23051243
Godagama,3648,1,5,2,1.0,0,1,18.64,2003,no,no,Residential,55503258
Godagama,2705,1,3,3,1.0,0,2,14.8,2003,no,yes,Residential,66920028
Godagama,4467,1,3,2,1.0,0,2,22.76,2005,no,no,Residential,33190213
Godagama,5576,2,2,4,1.0,0,2,20.83,2019,no,no,Residential,54541363
Godagama,5142,2,1,3,1.0,0,2,10.09,1976,no,yes,Residential,90991844
Godagama,2713,2,2,1,1.0,1,0,14.13,2009,no,yes,Residential,74925242
Godagama,5973,3,2,3,1.0,1,1,19.51,2019,no,no,Residential,15857944
Godagama,4570,1,5,3,1.0,0,0,7.25,1983,no,no,Residential,99215097
Godagama,2591,1,3,4,1.0,0,2,3.7,1996,no,yes,Residential,77325790
Godagama,1667,2,4,1,1.0,1,2,21.75,1993,no,no,Residential,51997626
Godagama,2177,3,3,1,1.0,1,1,6.03,2011,no,no,Residential,65937063
Godagama,1611,1,3,1,1.0,1,1,22.57,1984,no,no,Residential,49081585
Godagama,2874,2,5,4,1.0,0,0,23.1,2020,no,no,Residential,22579983
Godagama,5469,1,4,4,1.0,1,1,13.14,1995,no,no,Residential,45236045
Godagama,2414,1,1,4,1.0,1,0,20.75,1991,no,yes,Commercial,15227781
Godagama,3026,2,4,4,1.0,0,0,10.99,1977,no,no,Residential,37109194
Godagama,5897,2,1,4,1.0,0,2,21.88,1981,no,no,Residential,12982490
Godagama,5002,1,4,1,1.0,1,0,21.14,2015,no,no,Residential,87288485
Godagama,5474,1,2,2,1.0,0,2,4.73,2011,no,no,Residential,12916110
Godagama,3151,2,4,4,1.0,1,0,15.82,2010,no,no,Residential,75438693
Godagama,4257,1,5,2,1.0,1,0,17.08,1977,no,no,Residential,39175293
Godagama,607,1,1,3,1.0,0,1,3.02,1987,no,yes,Residential,38503668
Godagama,3155,2,3,3,1.0,0,1,24.56,2015,no,no,Residential,55087503
Godagama,1075,1,5,4,1.0,1,2,11.94,2004,no,yes,Commercial,28608465
Godagama,2811,1,1,3,1.0,0,1,14.38,1997,yes,no,Residential,87415328
Godagama,1084,3,1,2,1.0,0,0,7.29,1981,no,no,Residential,69733410
Godagama,5600,2,3,3,1.0,0,2,16.44,2004,yes,no,Commercial,81920822
Godagama,5254,3,2,3,1.0,0,2,20.83,2003,no,no,Residential,8094707
Godagama,2885,3,5,2,1.0,0,2,15.89,1982,yes,yes,Commercial,44682583
Godagama,5823,3,3,3,1.0,0,0,20.34,1984,no,yes,Residential,62574498
Godagama,5929,1,3,4,1.0,0,1,19.08,2007,no,no,Residential,44320966
Godagama,5163,1,2,2,1.0,1,2,8.23,1994,no,no,Residential,31398989
Godagama,4125,3,5,2,1.0,0,0,12.59,2003,no,no,Residential,98541469
Godagama,3939,3,3,1,1.0,1,1,6.27,2003,no,yes,Residential,84247127
Godagama,3422,3,2,1,1.0,0,1,3.92,1995,no,no,Residential,7592206
Godagama,5543,1,5,2,1.0,1,2,4.39,1975,no,no,Residential,85298642
Godagama,3524,3,4,2,1.0,0,0,23.73,2008,no,yes,Residential,41665628
Godagama,858,3,1,1,1.0,1,1,24.66,2018,no,yes,Commercial,58787669
Godagama,882,2,2,4,1.0,0,0,5.09,2006,no,no,Residential,66208678
Godagama,2498,2,1,3,1.0,1,1,10.37,2019,yes,no,Residential,5027683
Hanwella,4735,1,4,3,1.0,0,2,5.52,1988,no,no,Residential,96220241
Hanwella,3576,2,3,3,1.0,0,2,21.35,2011,no,no,Residential,22671310
Hanwella,2867,2,3,2,1.0,1,1,13.92,2009,no,yes,Commercial,98295487
Hanwella,3800,2,5,4,1.0,1,0,16.67,1998,yes,no,Residential,57245986
Hanwella,5710,1,2,1,1.0,0,1,14.88,2023,no,yes,Residential,51770099
Hanwella,1212,2,2,4,1.0,1,0,18.63,1975,no,no,Residential,88812368
Hanwella,1287,1,5,4,1.0,1,1,10.02,2020,no,no,Residential,73077132
Hanwella,4290,3,1,3,1.0,0,2,6.02,1980,no,no,Residential,15858106
Hanwella,1212,2,3,1,1.0,1,0,3.39,2023,no,no,Residential,64440565
Hanwella,2907,1,3,4,1.0,0,2,12.81,1978,no,yes,Residential,36842739
Hanwella,3613,2,2,1,1.0,1,0,22.97,2012,no,yes,Residential,54983463
Hanwella,2381,3,2,2,1.0,0,1,9.72,1975,no,no,Commercial,18094271
Hanwella,3191,1,5,3,1.0,1,2,7.31,2015,no,no,Residential,79680276
Hanwella,3296,1,4,1,1.0,0,2,23.37,2005,no,no,Residential,63315907
Hanwella,4558,1,1,2,1.0,0,0,5.32,2010,no,no,Commercial,54963270
Hanwella,5848,3,4,2,1.0,1,0,4.14,1983,no,yes,Commercial,16258249
Hanwella,1174,3,4,2,1.0,1,0,22.35,2015,no,no,Residential,57928270
Hanwella,2510,3,2,4,1.0,0,2,18.42,2019,no,no,Residential,99394265
Hanwella,5708,1,2,4,1.0,0,1,12.29,1997,no,no,Residential,95554044
Hanwella,4204,3,2,3,1.0,1,0,19.55,2005,no,no,Residential,67310864
Hanwella,1269,2,4,3,1.0,1,1,19.31,2003,no,no,Residential,17983439
Hanwella,4964,3,1,2,1.0,1,0,3.88,2023,no,no,Residential,11718714
Hanwella,1883,1,2,3,1.0,1,1,17.88,1995,yes,no,Residential,36359964
Hanwella,1523,2,3,4,1.0,1,0,17.1,1977,no,yes,Residential,21596212
Hanwella,1725,3,1,3,1.0,1,1,24.2,2000,no,no,Residential,81824593
Hanwella,2129,2,3,1,1.0,0,2,24.27,1980,no,yes,Residential,34330123
Hanwella,2194,2,1,4,1.0,1,0,11.31,1994,no,no,Residential,60514113
Hanwella,846,1,2,2,1.0,1,0,15.98,2021,no,no,Residential,60798709
Hanwella,4311,2,5,2,1.0,1,2,6.11,2020,no,no,Residential,79561911
Hanwella,2160,2,2,3,1.0,1,0,4.46,1987,no,no,Residential,74902901
Hanwella,3000,1,4,4,1.0,0,0,12.52,2015,no,no,Residential,78780064
Hanwella,2843,1,4,2,1.0,0,2,18.18,1997,no,no,Residential,18460808
Hanwella,4464,1,1,2,1.0,0,2,15.49,1989,no,no,Commercial,32033230
Hanwella,2539,2,4,4,1.0,0,1,12.45,2020,no,yes,Residential,83022079
Hanwella,5625,2,2,4,1.0,1,2,21.0,2005,no,no,Residential,77682587
Hanwella,3669,2,3,2,1.0,0,2,20.48,1978,no,no,Residential,80939335
Hanwella,826,1,2,3,1.0,1,0,19.1,1985,no,no,Residential,98082875
Hanwella,4147,3,1,3,1.0,1,2,4.69,1976,no,yes,Residential,79366893
Hanwella,864,2,4,3,1.0,0,0,20.52,1990,no,no,Residential,7728547
Hanwella,1995,3,3,1,1.0,0,2,23.23,2005,no,yes,Residential,48082790
Hanwella,4157,1,5,4,1.0,1,2,4.31,2022,no,no,Commercial,75754739
Hanwella,1245,2,3,2,1.0,0,1,11.84,2013,no,no,Residential,31618217
Hanwella,3590,3,3,1,1.0,0,2,24.74,2017,no,no,Residential,82598641
Hanwella,2499,2,2,3,1.0,1,2,16.18,2018,no,no,Residential,73356657
Hanwella,3104,2,5,1,1.0,1,0,14.3,1978,no,no,Commercial,48024466
Hanwella,3372,2,1,2,1.0,1,0,6.9,2022,no,no,Residential,60674621
Hanwella,5945,3,1,2,1.0,1,1,15.44,2002,no,yes,Residential,96137050
Hanwella,5677,1,3,4,1.0,1,2,12.66,1990,no,no,Residential,31154572
Hanwella,1754,2,3,3,1.0,0,0,5.8,2013,no,no,Residential,88500837
Hanwella,1187,1,4,3,1.0,1,2,13.22,1999,no,no,Residential,38779454
Hanwella,5171,1,5,1,1.0,1,1,6.62,1987,no,no,Residential,98687828
Hanwella,2421,3,3,3,1.0,1,0,19.07,1979,no,yes,Residential,89964569
Hanwella,1585,3,4,1,1.0,0,0,24.42,2004,yes,no,Residential,59015020
Hanwella,4679,1,5,2,1.0,1,1,13.33,1975,no,no,Residential,51248889
Hanwella,3948,2,1,2,1.0,1,2,16.91,1979,no,yes,Commercial,69277173
Hanwella,4431,3,4,2,1.0,0,0,12.48,1988,no,no,Residential,20663901
Hanwella,1841,2,5,2,1.0,1,0,6.05,1985,no,yes,Residential,78632222
Hanwella,789,2,4,2,1.0,1,1,24.35,2008,no,no,Residential,29017758
Hanwella,1580,2,3,1,1.0,1,1,5.85,2003,no,no,Residential,81042895
Hanwella,2298,1,2,2,1.0,0,1,5.46,1992,no,no,Residential,43395443
Hanwella,2315,2,1,1,1.0,0,2,13.1,1989,no,no,Residential,69144122
Hanwella,3193,1,3,2,1.0,1,2,17.5,2020,no,no,Residential,37154217
Hanwella,4736,1,3,1,1.0,1,2,10.81,1999,no,no,Residential,15694440
Hanwella,5638,2,5,1,1.0,1,1,7.24,2004,no,no,Residential,81165456
Hanwella,5033,2,4,1,1.0,0,0,21.02,2019,yes,yes,Residential,95722071
Hanwella,1698,2,1,3,1.0,0,2,10.99,1976,no,yes,Residential,80101594
Hanwella,2926,2,3,1,1.0,0,1,7.28,2014,no,yes,Residential,18958657
Hanwella,3847,1,5,1,1.0,0,2,11.03,2001,no,no,Residential,68340091
Hanwella,1495,2,1,2,1.0,0,0,7.72,2023,yes,no,Residential,24298688
Hanwella,2274,2,4,1,1.0,0,0,14.43,1989,no,no,Residential,83542426
Hanwella,3509,1,3,1,1.0,1,1,17.7,2006,no,yes,Residential,86001572
Hanwella,1530,3,3,4,1.0,0,0,20.59,1994,no,yes,Residential,54843313
Hanwella,4984,3,3,3,1.0,1,1,8.01,1988,no,no,Residential,82652988
Hanwella,1323,1,1,4,1.0,0,1,6.67,2001,no,yes,Residential,56178917
Hanwella,3540,3,1,2,1.0,1,1,3.43,1977,no,no,Residential,78417781
Hanwella,1689,1,1,3,1.0,0,1,8.02,2023,no,no,Residential,34535419
Hanwella,5178,2,1,3,1.0,1,0,3.53,1977,yes,no,Residential,95910234
Hanwella,1535,2,5,4,1.0,1,0,10.6,1987,no,yes,Residential,18739759
Hanwella,2895,3,2,3,1.0,1,0,6.21,1999,no,no,Residential,92831741
Hanwella,755,2,5,4,1.0,0,0,15.76,1992,no,no,Residential,67663486
Hanwella,1670,3,3,1,1.0,0,1,11.44,1975,no,no,Residential,61199010
Hanwella,2558,3,5,4,1.0,0,1,5.06,2013,no,no,Residential,73027994
Hanwella,3101,2,4,3,1.0,1,0,11.8,1979,no,no,Residential,70482274
Hanwella,4819,2,1,3,1.0,1,2,7.61,1976,no,no,Residential,61138230
Hanwella,5663,3,4,2,1.0,1,2,17.96,2004,yes,no,Residential,37534716
Hanwella,4430,2,4,2,1.0,0,2,11.02,1991,no,no,Residential,74367548
Hanwella,1454,1,3,2,1.0,0,0,6.23,2003,no,no,Commercial,18749851
Hanwella,1239,2,1,2,1.0,1,1,10.69,2016,no,no,Residential,62534007
Hanwella,2838,2,4,3,1.0,0,1,7.94,1978,no,yes,Residential,42546562
Hanwella,2202,1,3,2,1.0,0,2,20.51,1983,no,no,Residential,36450280
Hanwella,1041,2,1,4,1.0,0,2,24.63,1995,no,no,Residential,20530782
Hanwella,5228,2,2,1,1.0,0,1,3.56,2017,yes,yes,Commercial,77946341
Hanwella,1936,3,3,3,1.0,1,2,18.18,1986,no,no,Residential,10804980
Hanwella,4300,2,5,2,1.0,0,2,8.81,1986,yes,yes,Residential,74989939
Hanwella,1548,2,1,3,1.0,0,1,4.46,1978,no,yes,Residential,77232302
Hanwella,3973,1,4,2,1.0,1,2,3.32,2002,no,yes,Residential,13430683
Hanwella,1059,3,4,3,1.0,1,2,22.38,1983,no,yes,Commercial,46538248
Hanwella,5246,3,5,2,1.0,0,0,10.78,2014,no,yes,Residential,20924954
Hanwella,992,3,5,1,1.0,0,2,24.88,2006,no,no,Residential,6601967
Hanwella,4538,2,4,2,1.0,0,0,12.73,1987,no,no,Residential,29628904
Homagama,2387,3,1,4,1.0,0,1,7.13,2008,no,yes,Commercial,98095216
Homagama,5540,1,3,3,1.0,1,0,20.1,1993,no,no,Residential,24075099
Homagama,2857,3,5,3,1.0,1,1,23.38,1988,no,no,Residential,33804383
Homagama,1738,1,5,4,1.0,1,0,20.94,1979,yes,no,Residential,41540770
Homagama,4408,3,5,4,1.0,0,0,19.39,2001,no,no,Commercial,73675398
Homagama,5341,3,2,1,1.0,0,0,10.36,2002,no,yes,Residential,40383252
Homagama,3054,1,1,3,1.0,1,2,4.42,2000,no,no,Residential,82082143
Homagama,2066,3,1,1,1.0,0,2,7.43,1984,yes,no,Commercial,37213669
Homagama,4274,3,1,3,1.0,1,2,12.83,1998,no,no,Residential,95758547
Homagama,1977,3,1,3,1.0,1,2,24.04,1991,no,no,Residential,8180679
Homagama,3197,2,1,1,1.0,1,2,18.9,1990,no,yes,Residential,67667843
Homagama,741,1,4,3,1.0,1,0,21.22,1991,no,no,Commercial,78464133
Homagama,3259,3,5,3,1.0,1,2,9.1,1975,no,yes,Residential,11619951
Homagama,5196,1,4,1,1.0,1,1,18.04,1995,no,no,Residential,44191647
Homagama,1439,1,2,2,1.0,1,0,21.97,2021,no,no,Residential,47134724
Homagama,4218,1,3,1,1.0,0,0,13.55,2023,no,no,Residential,85647213
Homagama,4517,3,5,3,1.0,1,1,12.46,2017,no,yes,Commercial,12144633
Homagama,1195,3,2,4,1.0,1,2,18.83,1996,no,no,Commercial,14429445
Homagama,2504,1,4,2,1.0,0,1,15.32,1979,no,no,Residential,28288092
Homagama,880,2,3,4,1.0,1,0,24.85,2010,no,no,Residential,42385542
Homagama,1023,1,2,2,1.0,0,0,12.35,1995,no,no,Residential,59291180
Homagama,4965,2,3,4,1.0,1,0,6.87,1983,no,no,Residential,44973312
Homagama,4849,1,2,2,1.0,0,1,13.38,2001,no,yes,Residential,62659712
Homagama,2350,1,4,1,1.0,0,2,8.17,2022,yes,no,Residential,56221648
Homagama,5357,1,3,2,1.0,0,0,15.35,1986,yes,yes,Residential,5602389
Homagama,2567,3,2,2,1.0,1,2,5.77,1992,no,yes,Residential,21542307
Homagama,4688,2,4,2,1.0,0,0,23.9,2009,no,no,Residential,78207045
Homagama,4778,2,5,3,1.0,1,2,21.92,1989,no,no,Residential,7834845
Homagama,3546,1,4,4,1.0,1,1,6.42,2018,yes,yes,Residential,51770669
Homagama,2049,3,4,1,1.0,1,0,6.79,2004,no,no,Residential,85113710
Homagama,5994,3,5,4,1.0,1,0,14.27,2019,no,no,Residential,61565472
Homagama,2931,2,4,4,1.0,1,0,20.0,2007,no,yes,Residential,44421843
Homagama,5675,3,5,1,1.0,1,1,7.82,2010,no,no,Commercial,14190595
Homagama,2820,2,5,3,1.0,1,1,4.34,2014,yes,no,Residential,36399201
Homagama,4389,2,5,2,1.0,0,2,15.0,2004,no,no,Residential,80660032
Homagama,3410,2,2,3,1.0,1,1,18.22,2000,yes,no,Residential,26999564
Homagama,5328,3,3,3,1.0,1,0,8.38,1995,no,no,Residential,95720687
Homagama,2131,2,2,2,1.0,0,2,19.27,2011,no,no,Residential,39592263
Homagama,5482,2,5,4,1.0,1,1,23.91,2017,no,no,Residential,32747651
Homagama,3590,1,3,2,1.0,0,2,6.02,2005,no,no,Residential,50710267
Homagama,5093,2,3,1,1.0,0,2,14.24,1991,no,yes,Residential,97913068
Homagama,1743,2,5,2,1.0,1,2,4.25,1991,yes,no,Residential,21682518
Homagama,1533,1,3,4,1.0,1,0,7.55,2008,no,no,Commercial,67657619
Homagama,2060,1,3,3,1.0,0,0,4.98,1998,no,no,Residential,58800702
Homagama,3323,3,2,3,1.0,1,1,11.89,2007,no,yes,Residential,7061684
Homagama,3112,2,3,2,1.0,0,0,21.06,1978,no,no,Residential,47105879
Homagama,885,3,5,1,1.0,0,2,15.7,1983,no,no,Residential,45996826
Homagama,864,3,1,4,1.0,1,2,7.9,1976,no,no,Residential,50799748
Homagama,2967,1,1,3,1.0,0,0,3.88,2009,no,yes,Residential,36080763
Homagama,4047,3,1,2,1.0,1,2,15.17,2012,no,no,Residential,81578341
Homagama,5922,2,5,1,1.0,1,0,5.92,2019,no,no,Commercial,59911196
Homagama,5516,1,1,1,1.0,0,2,10.54,1989,yes,no,Residential,9609945
Homagama,2362,2,2,3,1.0,0,1,14.22,2017,no,yes,Residential,55545484
Homagama,3648,2,5,3,1.0,1,1,22.88,2016,no,no,Residential,11784084
Homagama,2981,1,5,4,1.0,1,0,4.8,1977,no,yes,Residential,40895680
Homagama,2869,2,5,1,1.0,1,0,17.71,2005,no,no,Commercial,86351683
Homagama,640,1,3,4,1.0,0,0,3.31,2015,no,yes,Residential,24056322
Homagama,667,2,3,1,1.0,1,0,16.86,2016,yes,yes,Residential,38623153
Homagama,1587,1,3,1,1.0,0,0,15.13,1997,no,no,Commercial,75534358
Homagama,4608,3,4,2,1.0,0,2,20.86,1986,no,no,Residential,35283087
Homagama,3798,2,2,3,1.0,0,1,14.7,1982,yes,no,Residential,35808716
