location,house_square_feet,stories,bed_rooms,bathrooms,kitchen,dining_room,parking,land_size_perch,build_year,pool,furnished,property_type,price,property_age,price_per_sqft,total_rooms
Hanwella,2298,1,2,2,1.0,0,1,5.46,1992,0,0,Residential,43400000,33,18885.98781549173,4
Hanwella,2315,2,1,1,1.0,0,2,13.1,1989,0,0,Residential,69100000,36,29848.812095032397,2
Hanwella,3193,1,3,2,1.0,1,2,17.5,2020,0,0,Residential,37200000,5,11650.485436893205,5
Hanwella,4736,1,3,1,1.0,1,2,10.81,1999,0,0,Residential,15700000,26,3315.0337837837837,4
Hanwella,5638,2,5,1,1.0,1,1,7.24,2004,0,0,Residential,81200000,21,14402.270308620078,6
Hanwella,5033,2,4,1,1.0,0,0,21.02,2019,1,1,Residential,95700000,6,19014.50427180608,5
Hanwella,1698,2,1,3,1.0,0,2,10.99,1976,0,1,Residential,80100000,49,47173.14487632509,4
Hanwella,2926,2,3,1,1.0,0,1,7.28,2014,0,1,Residential,19000000,11,6493.506493506494,4
Hanwella,3847,1,5,1,1.0,0,2,11.03,2001,0,0,Residential,68300000,24,17754.094099298156,6
Hanwella,1495,2,1,2,1.0,0,0,7.72,2023,1,0,Residential,24300000,2,16254.180602006689,3
Hanwella,2274,2,4,1,1.0,0,0,14.43,1989,0,0,Residential,83500000,36,36719.43711521548,5
Hanwella,3509,1,3,1,1.0,1,1,17.7,2006,0,1,Residential,86000000,19,24508.40695354802,4
Hanwella,1530,3,3,4,1.0,0,0,20.59,1994,0,1,Residential,54800000,31,35816.993464052284,7
Hanwella,4984,3,3,3,1.0,1,1,8.01,1988,0,0,Residential,82700000,37,16593.097913322632,6
Hanwella,1323,1,1,4,1.0,0,1,6.67,2001,0,1,Residential,56200000,24,42479.213907785335,5
Hanwella,3540,3,1,2,1.0,1,1,3.43,1977,0,0,Residential,78400000,48,22146.89265536723,3
Hanwella,1689,1,1,3,1.0,0,1,8.02,2023,0,0,Residential,34500000,2,20426.287744227353,4
Hanwella,5178,2,1,3,1.0,1,0,3.53,1977,1,0,Residential,95900000,48,18520.664349169565,4
Hanwella,1535,2,5,4,1.0,1,0,10.6,1987,0,1,Residential,18700000,38,12182.41042345277,9
Hanwella,2895,3,2,3,1.0,1,0,6.21,1999,0,0,Residential,92800000,26,32055.267702936097,5
Hanwella,755,2,5,4,1.0,0,0,15.76,1992,0,0,Residential,67700000,33,89668.87417218543,9
Hanwella,1670,3,3,1,1.0,0,1,11.44,1975,0,0,Residential,61200000,50,36646.706586826345,4
Hanwella,2558,3,5,4,1.0,0,1,5.06,2013,0,0,Residential,73000000,12,28537.920250195464,9
Hanwella,3101,2,4,3,1.0,1,0,11.8,1979,0,0,Residential,70500000,46,22734.60174137375,7
Hanwella,4819,2,1,3,1.0,1,2,7.61,1976,0,0,Residential,61100000,49,12678.979041294875,4
Hanwella,5663,3,4,2,1.0,1,2,17.96,2004,1,0,Residential,37500000,21,6621.931838248278,6
Hanwella,4430,2,4,2,1.0,0,2,11.02,1991,0,0,Residential,74400000,34,16794.582392776523,6
Hanwella,1454,1,3,2,1.0,0,0,6.23,2003,0,0,Commercial,18700000,22,12861.072902338377,5
Hanwella,1239,2,1,2,1.0,1,1,10.69,2016,0,0,Residential,62500000,9,50443.906376109764,3
Hanwella,2838,2,4,3,1.0,0,1,7.94,1978,0,1,Residential,42500000,47,14975.334742776604,7
Hanwella,2202,1,3,2,1.0,0,2,20.51,1983,0,0,Residential,36500000,42,16575.840145322432,5
Hanwella,1041,2,1,4,1.0,0,2,24.63,1995,0,0,Residential,20500000,30,19692.603266090297,5
Hanwella,5228,2,2,1,1.0,0,1,3.56,2017,1,1,Commercial,77900000,8,14900.53557765876,3
Hanwella,1936,3,3,3,1.0,1,2,18.18,1986,0,0,Residential,10800000,39,5578.512396694215,6
Hanwella,4300,2,5,2,1.0,0,2,8.81,1986,1,1,Residential,75000000,39,17441.86046511628,7
Hanwella,1548,2,1,3,1.0,0,1,4.46,1978,0,1,Residential,77200000,47,49870.80103359173,4
Hanwella,3973,1,4,2,1.0,1,2,3.32,2002,0,1,Residential,13400000,23,3372.7661716586963,6
Hanwella,1059,3,4,3,1.0,1,2,22.38,1983,0,1,Commercial,46500000,42,43909.34844192635,7
Hanwella,5246,3,5,2,1.0,0,0,10.78,2014,0,1,Residential,20900000,11,3983.9878002287455,7
Hanwella,992,3,5,1,1.0,0,2,24.88,2006,0,0,Residential,6600000,19,6653.225806451613,6
Hanwella,4538,2,4,2,1.0,0,0,12.73,1987,0,0,Residential,29600000,38,6522.697223446452,6
Homagama,2387,3,1,4,1.0,0,1,7.13,2008,0,1,Commercial,98100000,17,41097.612065354,5
Homagama,5540,1,3,3,1.0,1,0,20.1,1993,0,0,Residential,24100000,32,4350.180505415163,6
Homagama,2857,3,5,3,1.0,1,1,23.38,1988,0,0,Residential,33800000,37,11830.591529576479,8
Homagama,1738,1,5,4,1.0,1,0,20.94,1979,1,0,Residential,41500000,46,23878.020713463753,9
Homagama,4408,3,5,4,1.0,0,0,19.39,2001,0,0,Commercial,73700000,24,16719.600725952812,9
Homagama,5341,3,2,1,1.0,0,0,10.36,2002,0,1,Residential,40400000,23,7564.126568058416,3
Homagama,3054,1,1,3,1.0,1,2,4.42,2000,0,0,Residential,82100000,25,26882.77668631303,4
Homagama,2066,3,1,1,1.0,0,2,7.43,1984,1,0,Commercial,37200000,41,18005.808325266215,2
Homagama,4274,3,1,3,1.0,1,2,12.83,1998,0,0,Residential,95800000,27,22414.599906410855,4
Homagama,1977,3,1,3,1.0,1,2,24.04,1991,0,0,Residential,8180000,34,4137.582195245322,4
Homagama,3197,2,1,1,1.0,1,2,18.9,1990,0,1,Residential,67700000,35,21176.102596183922,2
Homagama,741,1,4,3,1.0,1,0,21.22,1991,0,0,Commercial,78500000,34,105937.92172739541,7
Homagama,3259,3,5,3,1.0,1,2,9.1,1975,0,1,Residential,11600000,50,3559.374041116907,8
Homagama,5196,1,4,1,1.0,1,1,18.04,1995,0,0,Residential,44200000,30,8506.543494996151,5
Homagama,1439,1,2,2,1.0,1,0,21.97,2021,0,0,Residential,47100000,4,32731.063238359973,4
Homagama,4218,1,3,1,1.0,0,0,13.55,2023,0,0,Residential,85600000,2,20293.97818871503,4
Homagama,4517,3,5,3,1.0,1,1,12.46,2017,0,1,Commercial,12100000,8,2678.769094531769,8
Homagama,1195,3,2,4,1.0,1,2,18.83,1996,0,0,Commercial,14400000,29,12050.209205020921,6
Homagama,2504,1,4,2,1.0,0,1,15.32,1979,0,0,Residential,28300000,46,11301.916932907348,6
Homagama,880,2,3,4,1.0,1,0,24.85,2010,0,0,Residential,42400000,15,48181.818181818184,7
Homagama,1023,1,2,2,1.0,0,0,12.35,1995,0,0,Residential,59300000,30,57966.76441837732,4
Homagama,4965,2,3,4,1.0,1,0,6.87,1983,0,0,Residential,45000000,42,9063.444108761329,7
Homagama,4849,1,2,2,1.0,0,1,13.38,2001,0,1,Residential,62700000,24,12930.501134254486,4
Homagama,2350,1,4,1,1.0,0,2,8.17,2022,1,0,Residential,56200000,3,23914.893617021276,5
Homagama,5357,1,3,2,1.0,0,0,15.35,1986,1,1,Residential,5600000,39,1045.3612096322568,5
Homagama,2567,3,2,2,1.0,1,2,5.77,1992,0,1,Residential,21500000,33,8375.535644721465,4
Homagama,4688,2,4,2,1.0,0,0,23.9,2009,0,0,Residential,78200000,16,16680.88737201365,6
Homagama,4778,2,5,3,1.0,1,2,21.92,1989,0,0,Residential,7830000,36,1638.7609878610297,8
Homagama,3546,1,4,4,1.0,1,1,6.42,2018,1,1,Residential,51800000,7,14608.009024252679,8
Homagama,2049,3,4,1,1.0,1,0,6.79,2004,0,0,Residential,85100000,21,41532.45485602733,5
Homagama,5994,3,5,4,1.0,1,0,14.27,2019,0,0,Residential,61600000,6,10276.943610276943,9
Homagama,2931,2,4,4,1.0,1,0,20.0,2007,0,1,Residential,44400000,18,15148.413510747185,8
Homagama,5675,3,5,1,1.0,1,1,7.82,2010,0,0,Commercial,14200000,15,2502.2026431718064,6
Homagama,2820,2,5,3,1.0,1,1,4.34,2014,1,0,Residential,36400000,11,12907.801418439716,8
Homagama,4389,2,5,2,1.0,0,2,15.0,2004,0,0,Residential,80700000,21,18386.876281613124,7
Homagama,3410,2,2,3,1.0,1,1,18.22,2000,1,0,Residential,27000000,25,7917.8885630498535,5
Homagama,5328,3,3,3,1.0,1,0,8.38,1995,0,0,Residential,95700000,30,17961.711711711712,6
Homagama,2131,2,2,2,1.0,0,2,19.27,2011,0,0,Residential,39600000,14,18582.824964805255,4
Homagama,5482,2,5,4,1.0,1,1,23.91,2017,0,0,Residential,32700000,8,5964.9762860269975,9
Homagama,3590,1,3,2,1.0,0,2,6.02,2005,0,0,Residential,50700000,20,14122.562674094708,5
Homagama,5093,2,3,1,1.0,0,2,14.24,1991,0,1,Residential,97900000,34,19222.46220302376,4
Homagama,1743,2,5,2,1.0,1,2,4.25,1991,1,0,Residential,21700000,34,12449.79919678715,7
Homagama,1533,1,3,4,1.0,1,0,7.55,2008,0,0,Commercial,67700000,17,44161.7742987606,7
Homagama,2060,1,3,3,1.0,0,0,4.98,1998,0,0,Residential,58800000,27,28543.68932038835,6
Homagama,3323,3,2,3,1.0,1,1,11.89,2007,0,1,Residential,7060000,18,2124.586217273548,5
Homagama,3112,2,3,2,1.0,0,0,21.06,1978,0,0,Residential,47100000,47,15134.96143958869,5
Homagama,885,3,5,1,1.0,0,2,15.7,1983,0,0,Residential,46000000,42,51977.4011299435,6
Homagama,864,3,1,4,1.0,1,2,7.9,1976,0,0,Residential,50800000,49,58796.2962962963,5
Homagama,2967,1,1,3,1.0,0,0,3.88,2009,0,1,Residential,36100000,16,12167.172227839568,4
Homagama,4047,3,1,2,1.0,1,2,15.17,2012,0,0,Residential,81600000,13,20163.08376575241,3
Homagama,5922,2,5,1,1.0,1,0,5.92,2019,0,0,Commercial,59900000,6,10114.826072272881,6
Homagama,5516,1,1,1,1.0,0,2,10.54,1989,1,0,Residential,9610000,36,1742.2044960116027,2
Homagama,2362,2,2,3,1.0,0,1,14.22,2017,0,1,Residential,55500000,8,23497.036409822183,5
Homagama,3648,2,5,3,1.0,1,1,22.88,2016,0,0,Residential,11800000,9,3234.6491228070176,8
Homagama,2981,1,5,4,1.0,1,0,4.8,1977,0,1,Residential,40900000,48,13720.228111372024,9
Homagama,2869,2,5,1,1.0,1,0,17.71,2005,0,0,Commercial,86400000,20,30115.022655977693,6
Homagama,640,1,3,4,1.0,0,0,3.31,2015,0,1,Residential,24100000,10,37656.25,7
Homagama,667,2,3,1,1.0,1,0,16.86,2016,1,1,Residential,38600000,9,57871.06446776612,4
Homagama,1587,1,3,1,1.0,0,0,15.13,1997,0,0,Commercial,75500000,28,47574.03906742281,4
Homagama,4608,3,4,2,1.0,0,2,20.86,1986,0,0,Residential,35300000,39,7660.590277777777,6
Homagama,3798,2,2,3,1.0,0,1,14.7,1982,1,0,Residential,35800000,43,9426.013691416534,5
Homagama,5974,1,5,1,1.0,1,2,10.76,1995,0,0,Commercial,96500000,30,16153.331101439571,6
Homagama,5390,2,5,4,1.0,0,1,8.34,1995,0,1,Residential,53900000,30,10000.0,9
Homagama,3124,2,3,3,1.0,1,2,4.88,2006,0,1,Residential,28600000,19,9154.929577464789,6
Homagama,1685,2,5,4,1.0,0,2,14.76,1991,0,0,Residential,50300000,34,29851.632047477746,9
Homagama,3079,1,5,3,1.0,1,2,22.54,2011,0,0,Residential,10300000,14,3345.241961675869,8
Homagama,2293,3,1,3,1.0,1,0,14.32,1998,0,0,Residential,44900000,27,19581.334496293064,4
Homagama,2915,3,5,1,1.0,0,1,19.26,1982,0,0,Residential,39500000,43,13550.600343053173,6
Homagama,5754,3,4,2,1.0,1,0,9.57,1992,1,0,Residential,90800000,33,15780.326729231838,6
Homagama,1378,1,3,1,1.0,0,0,12.86,1985,0,0,Residential,21400000,40,15529.753265602321,4
Homagama,5189,3,2,3,1.0,0,2,10.14,1984,0,0,Residential,50600000,41,9751.397186355753,5
Homagama,2185,1,2,1,1.0,0,1,5.4,2000,0,0,Commercial,40400000,25,18489.70251716247,3
Homagama,2092,2,1,1,1.0,0,1,12.17,2021,0,0,Residential,5440000,4,2600.38240917782,2
Homagama,1260,2,2,3,1.0,0,1,19.81,1980,0,1,Residential,93700000,45,74365.07936507936,5
Homagama,1948,3,2,3,1.0,0,1,11.69,1991,0,1,Residential,20900000,34,10728.952772073922,5
Homagama,1899,1,3,1,1.0,0,0,17.3,1997,0,1,Residential,95900000,28,50500.26329647183,4
Homagama,4540,2,3,1,1.0,1,0,19.69,2016,0,0,Residential,90500000,9,19933.920704845816,4
Homagama,2586,1,4,1,1.0,0,1,10.1,2011,1,0,Residential,51600000,14,19953.596287703018,5
Homagama,2644,1,1,4,1.0,0,0,20.55,2002,0,0,Residential,37900000,23,14334.341906202722,5
Homagama,4116,2,2,1,1.0,1,1,10.46,1990,0,0,Residential,17000000,35,4130.22351797862,3
Homagama,1658,1,4,4,1.0,1,0,8.63,1986,0,0,Residential,18800000,39,11338.962605548853,8
Homagama,1576,2,1,2,1.0,0,2,7.89,1995,0,1,Residential,53300000,30,33819.79695431472,3
Homagama,5177,2,2,4,1.0,0,2,7.4,1998,0,0,Residential,76500000,27,14776.89781726869,6
Homagama,1327,2,2,1,1.0,0,1,19.22,2002,0,0,Residential,65600000,23,49434.815373021855,3
Homagama,3127,1,3,2,1.0,1,1,22.53,2011,0,0,Residential,19100000,14,6108.0908218740005,5
Homagama,3736,2,5,4,1.0,0,0,8.07,1995,0,1,Residential,77400000,30,20717.344753747322,9
Homagama,5727,1,1,4,1.0,1,1,4.88,2007,0,1,Residential,61300000,18,10703.6843024271,5
Homagama,942,2,2,3,1.0,0,1,9.9,1976,1,0,Residential,30700000,49,32590.23354564756,5
Homagama,2047,2,1,2,1.0,0,0,17.47,2011,0,1,Residential,54000000,14,26380.068392769906,3
Homagama,2979,3,4,3,1.0,1,1,11.11,1993,0,0,Residential,97100000,32,32594.830480026856,7
Homagama,4259,3,4,2,1.0,0,1,15.08,2002,0,1,Residential,87700000,23,20591.688189715896,6
Homagama,1126,3,5,4,1.0,0,2,19.37,1989,0,0,Residential,18000000,36,15985.790408525754,9
Homagama,2496,1,2,3,1.0,0,2,11.99,1975,0,0,Residential,71500000,50,28645.833333333332,5
Homagama,5354,1,3,1,1.0,1,2,24.99,2017,1,0,Residential,17500000,8,3268.58423608517,4
Homagama,2673,2,2,4,1.0,0,1,9.55,2002,0,1,Residential,69800000,23,26112.981668537224,6
Homagama,5515,2,1,2,1.0,0,0,24.52,2009,0,0,Residential,45600000,16,8268.359020852222,3
Homagama,1005,2,4,2,1.0,1,2,7.47,2006,0,0,Residential,62500000,19,62189.05472636816,6
Homagama,2173,2,1,3,1.0,1,1,5.44,2002,0,0,Residential,68100000,23,31339.162448228257,4
Homagama,5200,1,5,3,1.0,0,2,19.52,1983,1,1,Residential,36400000,42,7000.0,8
Homagama,4340,2,4,2,1.0,0,0,18.45,1998,0,0,Residential,20400000,27,4700.460829493088,6
Kaduwela,4874,2,3,4,1.0,1,0,20.85,1978,0,1,Residential,97700000,47,20045.137464095198,7
Kaduwela,4827,3,4,3,1.0,0,0,10.56,2019,0,0,Residential,65600000,6,13590.221669774186,7
Kaduwela,2446,2,2,1,1.0,0,0,23.48,2015,0,0,Residential,58700000,10,23998.364677023714,3
Kaduwela,2078,2,2,2,1.0,1,0,5.63,1977,0,1,Residential,51900000,48,24975.938402309912,4
Kaduwela,2995,2,4,1,1.0,0,0,3.67,2022,0,1,Residential,34600000,3,11552.587646076794,5
Kaduwela,1371,1,5,2,1.0,0,1,9.61,1996,0,0,Commercial,87600000,29,63894.96717724289,7
Kaduwela,1178,3,2,1,1.0,1,2,20.54,2014,0,1,Residential,22000000,11,18675.72156196944,3
Kaduwela,3501,2,2,4,1.0,0,0,17.81,2013,0,0,Residential,74400000,12,21251.071122536418,6
Kaduwela,793,2,3,2,1.0,0,2,12.6,2023,0,0,Residential,15800000,2,19924.33795712484,5
Kaduwela,2607,3,4,4,1.0,0,2,8.64,1999,0,0,Commercial,53200000,26,20406.597621787496,8
Kaduwela,1785,2,2,3,1.0,1,1,4.3,2022,0,1,Commercial,13600000,3,7619.047619047619,5
Kaduwela,2994,1,5,2,1.0,0,0,10.43,1996,0,1,Residential,91800000,29,30661.32264529058,7
Kaduwela,3598,2,1,4,1.0,1,0,13.12,2022,0,0,Commercial,10200000,3,2834.9082823790995,5
Kaduwela,2392,1,4,1,1.0,1,1,18.11,2021,0,0,Residential,18400000,4,7692.307692307692,5
Kaduwela,1710,1,3,4,1.0,0,1,17.21,2008,0,0,Residential,75700000,17,44269.005847953216,7
Kaduwela,4605,2,2,2,1.0,1,1,23.84,1994,0,0,Commercial,22900000,31,4972.8555917481,4
Kaduwela,2861,3,5,4,1.0,0,1,5.21,2010,0,0,Commercial,61600000,15,21530.93324012583,9
Kaduwela,4336,1,4,1,1.0,0,1,10.4,2011,0,1,Residential,31500000,14,7264.760147601476,5
Kaduwela,4393,3,5,1,1.0,0,2,13.59,2013,0,0,Commercial,69100000,12,15729.569770088778,6
Kaduwela,2536,2,5,1,1.0,1,1,17.76,2001,0,1,Residential,49700000,24,19597.791798107257,6
Kaduwela,5475,1,3,3,1.0,0,0,13.9,2021,0,1,Residential,65400000,4,11945.205479452055,6
Kaduwela,4957,2,4,2,1.0,0,0,23.08,2023,0,0,Commercial,25600000,2,5164.413960056486,6
Kaduwela,1329,3,2,1,1.0,0,1,16.39,2006,1,0,Commercial,39400000,19,29646.35063957863,3
Kaduwela,4978,2,3,3,1.0,1,1,3.87,2016,0,0,Residential,15200000,9,3053.4351145038167,6
Kaduwela,4051,2,2,1,1.0,1,1,5.5,2003,0,0,Residential,57900000,22,14292.767217970872,3
Kaduwela,5057,1,1,4,1.0,0,1,19.58,2015,0,0,Residential,58800000,10,11627.44710302551,5
Kaduwela,5136,2,5,2,1.0,0,1,18.75,2022,0,0,Residential,61200000,3,11915.88785046729,7
Kaduwela,2740,2,1,4,1.0,0,0,6.38,2006,0,1,Residential,89900000,19,32810.21897810219,5
Kaduwela,2244,2,5,3,1.0,0,2,4.3,1998,0,1,Commercial,58500000,27,26069.51871657754,8
Kaduwela,3400,1,3,4,1.0,1,1,15.73,1977,0,0,Residential,13400000,48,3941.176470588235,7
Kaduwela,5562,3,2,4,1.0,1,1,16.99,2001,0,0,Residential,68000000,24,12225.818051060769,6
Kaduwela,741,3,2,1,1.0,1,1,5.98,1983,0,0,Commercial,61000000,42,82321.18758434548,3
Kaduwela,2055,2,3,4,1.0,1,0,13.42,2014,0,0,Residential,76200000,11,37080.29197080292,7
Kaduwela,5396,1,4,1,1.0,1,0,9.73,1997,0,0,Residential,75600000,28,14010.378057820608,5
Kaduwela,5693,2,1,1,1.0,1,2,23.49,1981,1,0,Residential,40700000,44,7149.130511154049,2
Kaduwela,2696,3,1,2,1.0,1,2,7.82,1991,0,0,Residential,68700000,34,25482.19584569733,3
Kaduwela,1925,1,2,3,1.0,0,2,19.13,2011,0,0,Residential,18300000,14,9506.493506493507,5
Kaduwela,5576,3,2,3,1.0,0,2,14.4,1981,0,0,Residential,85100000,44,15261.83644189383,5
Kaduwela,1813,3,2,3,1.0,0,0,3.25,2004,1,1,Residential,62100000,21,34252.61996690568,5
Kaduwela,1759,1,3,1,1.0,0,2,14.37,1987,0,0,Residential,38000000,38,21603.18362706083,4
Kaduwela,5250,1,4,3,1.0,0,1,5.19,1992,0,0,Residential,80900000,33,15409.52380952381,7
Kaduwela,5099,2,1,1,1.0,0,0,17.5,2005,0,1,Residential,28100000,20,5510.884487154344,2
Kaduwela,5587,2,5,2,1.0,1,0,15.44,1996,0,0,Residential,60400000,29,10810.81081081081,7
Kaduwela,5297,3,3,3,1.0,0,0,3.23,1988,0,1,Residential,8070000,37,1523.5038701151595,6
Kaduwela,940,1,1,1,1.0,1,1,7.5,1992,1,1,Residential,43700000,33,46489.36170212766,2
Kaduwela,4428,1,4,3,1.0,0,0,20.08,2009,0,0,Residential,38500000,16,8694.670280036134,7
Kaduwela,2568,2,3,3,1.0,1,1,9.07,1991,0,1,Residential,74600000,34,29049.844236760124,6
Kaduwela,1303,3,1,2,1.0,1,2,13.98,1993,0,0,Residential,78200000,32,60015.349194167306,3
Kaduwela,5013,3,3,4,1.0,0,0,9.86,2005,0,0,Residential,19400000,20,3869.938160781967,7
Kaduwela,3029,2,1,3,1.0,0,1,23.27,2013,0,0,Residential,13500000,12,4456.916474083856,4
Kaduwela,2400,1,1,2,1.0,0,0,14.8,2010,0,1,Residential,81300000,15,33875.0,3
Kaduwela,5512,2,4,3,1.0,0,2,18.32,1989,0,0,Commercial,73600000,36,13352.685050798258,7
Kaduwela,5248,2,5,3,1.0,0,0,4.84,2003,0,0,Residential,63700000,22,12137.957317073171,8
Kaduwela,1455,2,4,3,1.0,1,2,3.89,2014,0,0,Residential,37300000,11,25635.73883161512,7
Kaduwela,2412,2,1,3,1.0,0,0,8.7,1990,0,0,Residential,58700000,35,24336.65008291874,4
Kaduwela,3466,1,3,4,1.0,1,1,9.8,2007,0,0,Residential,29800000,18,8597.807270628968,7
Kaduwela,4242,2,4,4,1.0,1,2,18.13,1999,0,1,Residential,5900000,26,1390.853371051391,8
Kaduwela,782,1,5,3,1.0,1,0,15.52,1990,0,0,Residential,27300000,35,34910.485933503835,8
Kaduwela,3712,2,1,3,1.0,0,2,11.24,2004,0,1,Commercial,17100000,21,4606.681034482759,4
Kaduwela,5092,3,4,2,1.0,0,2,17.39,2008,0,0,Residential,45900000,17,9014.13982717989,6
Kaduwela,2117,1,4,2,1.0,0,1,6.6,1976,0,0,Residential,94300000,49,44544.16627302787,6
Kaduwela,5602,3,4,1,1.0,0,1,4.4,2014,0,0,Residential,48100000,11,8586.21920742592,5
Kaduwela,1956,2,4,4,1.0,0,1,21.8,2018,0,0,Commercial,92000000,7,47034.764826175866,8
Kaduwela,2774,2,3,3,1.0,0,1,15.41,2017,0,1,Residential,93200000,8,33597.692862292715,6
Kaduwela,4229,2,5,4,1.0,1,2,17.28,2012,1,0,Residential,96400000,13,22794.98699456136,9
Kaduwela,4228,1,5,2,1.0,0,2,9.76,1992,0,0,Residential,84100000,33,19891.20151371807,7
Kaduwela,4696,3,1,4,1.0,1,0,11.18,1979,0,0,Residential,73400000,46,15630.323679727428,5
Kaduwela,3839,1,2,4,1.0,1,0,4.81,2021,0,1,Residential,93800000,4,24433.446209950507,6
Kaduwela,4291,1,3,3,1.0,0,0,21.85,2014,0,0,Residential,27000000,11,6292.239571195526,6
Kaduwela,618,2,1,3,1.0,0,1,16.03,1980,0,0,Residential,36500000,45,59061.48867313916,4
Kaduwela,4003,3,1,2,1.0,0,2,4.84,1986,0,1,Residential,67500000,39,16862.353235073693,3
Kaduwela,5279,2,4,3,1.0,0,2,20.7,1986,0,0,Residential,8530000,39,1615.8363326387573,7
Kaduwela,5151,1,2,2,1.0,0,0,12.77,1986,0,1,Commercial,62300000,39,12094.73888565327,4
Kaduwela,3604,2,2,2,1.0,0,0,19.83,1983,0,0,Residential,6250000,42,1734.1842397336293,4
Kaduwela,1732,3,3,1,1.0,1,2,3.28,2016,0,0,Residential,78900000,9,45554.27251732101,4
Kaduwela,3939,2,2,1,1.0,1,1,3.63,1996,0,1,Residential,69900000,29,17745.620715917747,3
Kaduwela,3911,3,1,1,1.0,1,0,6.76,2023,0,0,Residential,82100000,2,20992.073638455637,2
Kaduwela,3972,3,2,4,1.0,1,0,7.64,1990,1,0,Residential,99200000,35,24974.823766364552,6
Kaduwela,1587,2,2,1,1.0,1,2,19.81,1978,0,0,Residential,78200000,47,49275.362318840576,3
Kaduwela,3921,1,5,3,1.0,1,2,18.55,1977,0,0,Residential,31700000,48,8084.672277480235,8
Kaduwela,5215,2,1,3,1.0,0,0,16.55,1990,0,0,Residential,23600000,35,4525.407478427613,4
Kaduwela,5554,1,2,1,1.0,0,0,22.47,1988,0,0,Commercial,61700000,37,11109.110550954267,3
Kaduwela,773,1,2,4,1.0,0,1,8.44,2015,0,0,Residential,50800000,10,65717.98188874515,6
Kaduwela,4341,2,4,2,1.0,1,1,22.9,2012,0,0,Residential,10200000,13,2349.689011748445,6
Kaduwela,3652,1,2,4,1.0,1,1,23.01,1978,0,1,Residential,56900000,47,15580.503833515882,6
Kaduwela,1326,1,2,4,1.0,1,1,12.55,1976,0,1,Residential,9670000,49,7292.60935143288,6
Kaduwela,4360,2,5,2,1.0,0,0,5.08,1984,0,0,Residential,65000000,41,14908.256880733945,7
Kaduwela,2475,2,1,2,1.0,0,0,18.98,1985,1,0,Commercial,74900000,40,30262.62626262626,3
Kaduwela,4633,2,3,2,1.0,0,0,10.41,2013,0,1,Residential,44700000,12,9648.176127778977,5
Kaduwela,1589,1,1,3,1.0,1,1,20.49,2000,0,0,Residential,96300000,25,60604.153555695404,4
Kaduwela,4344,3,4,2,1.0,1,0,6.6,2011,0,0,Residential,86400000,14,19889.50276243094,6
Kaduwela,3286,1,1,2,1.0,1,2,14.87,2000,0,1,Residential,62700000,25,19080.949482653683,3
Kaduwela,1019,3,2,4,1.0,0,1,14.18,1978,0,0,Residential,68800000,47,67517.1736997056,6
Kaduwela,1193,2,4,4,1.0,1,2,5.21,2000,1,0,Residential,69000000,25,57837.384744341995,8
Kaduwela,2374,3,1,1,1.0,0,1,10.99,2012,1,0,Residential,58100000,13,24473.46251053075,2
Kaduwela,3059,2,4,4,1.0,0,0,4.86,2002,0,0,Residential,91700000,23,29977.116704805492,8
Kaduwela,1535,2,3,2,1.0,0,1,13.22,1976,0,0,Commercial,50100000,49,32638.43648208469,5
Kaduwela,5803,3,1,3,1.0,0,2,21.54,1976,0,0,Residential,50500000,49,8702.395312769257,4
Kaduwela,5832,2,2,4,1.0,0,1,8.94,1990,0,0,Residential,68700000,35,11779.835390946502,6
Kaduwela,4408,3,4,4,1.0,0,2,19.83,1997,0,0,Residential,19000000,28,4310.3448275862065,8
Kesbawa,931,2,5,2,1.0,0,0,7.04,1997,0,0,Commercial,58600000,28,62943.071965628355,7
Kesbawa,4049,1,4,4,1.0,1,2,17.82,1987,0,0,Residential,84900000,38,20968.140281551,8
Kesbawa,3302,1,5,4,1.0,0,0,23.14,1995,0,0,Residential,13800000,30,4179.285281647486,9
Kesbawa,4606,2,2,2,1.0,1,2,10.13,2013,1,0,Residential,84800000,12,18410.768562744248,4
Kesbawa,5654,2,3,4,1.0,0,0,22.81,1999,0,0,Residential,53900000,26,9533.073929961089,7
Kesbawa,4468,3,5,3,1.0,0,2,14.12,2011,0,0,Residential,46300000,14,10362.578334825424,8
Kesbawa,4800,1,3,1,1.0,0,0,9.97,2023,0,0,Residential,13400000,2,2791.6666666666665,4
Kesbawa,801,3,4,4,1.0,1,0,22.72,1987,0,0,Residential,93100000,38,116229.71285892634,8
Kesbawa,3097,2,2,3,1.0,0,0,3.7,1989,0,0,Residential,19500000,36,6296.4158863416205,5
Kesbawa,2442,2,5,4,1.0,0,2,3.62,2002,0,1,Residential,10600000,23,4340.704340704341,9
Kesbawa,2466,3,4,1,1.0,1,2,16.2,1977,0,0,Residential,26400000,48,10705.59610705596,5
Kesbawa,2596,2,1,2,1.0,1,0,20.53,1997,0,0,Residential,96500000,28,37172.57318952234,3
Kesbawa,5985,1,4,1,1.0,1,1,19.53,1978,0,1,Residential,8190000,47,1368.421052631579,5
Kesbawa,1509,3,3,4,1.0,1,0,4.75,2021,0,0,Residential,94900000,4,62889.33068257124,7
Kesbawa,4905,1,2,1,1.0,0,1,23.91,1977,0,1,Residential,34900000,48,7115.188583078491,3
Kesbawa,5258,1,2,1,1.0,0,0,18.47,2013,0,0,Residential,54900000,12,10441.232407759604,3
